src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration_sec,packets_per_sec,bytes_per_sec,syn_count,ack_count,fin_count,rst_count,label
172.20.10.1,172.20.10.4,53,52062,UDP,1,148,0.000,1.000,148.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,63154,UDP,1,347,0.000,1.000,347.000,0,0,0,0,normal
142.250.140.103,172.20.10.4,443,60058,UDP,93,63146,32.220,2.886,1959.838,0,0,0,0,normal
172.20.10.4,142.250.151.95,55112,443,UDP,9,3582,0.144,62.713,24959.933,0,0,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,0.000,123456.790,9814814.815,0,2,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,53757,UDP,1,292,0.000,1.000,292.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,53757,53,UDP,1,110,0.000,1.000,110.000,0,0,0,0,normal
172.20.10.4,192.178.223.188,53560,5228,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,142.250.117.136,63465,443,UDP,10,4680,0.129,77.629,36330.298,0,0,0,0,normal
172.20.10.4,172.20.10.1,58052,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.4,34.8.7.18,53679,443,UDP,14,6843,28.519,0.491,239.949,0,0,0,0,normal
142.250.117.136,172.20.10.4,443,59745,TCP,14,6540,0.171,81.776,38200.868,1,14,0,0,normal
172.20.10.1,172.20.10.4,53,61066,UDP,1,160,0.000,1.000,160.000,0,0,0,0,normal
142.251.29.119,172.20.10.4,443,54330,UDP,63,73554,13.800,4.565,5330.101,0,0,0,0,normal
172.217.76.132,172.20.10.4,443,63692,TCP,31,26961,0.280,110.572,96165.576,1,31,0,0,normal
172.20.10.1,172.20.10.4,53,61333,UDP,1,86,0.000,1.000,86.000,0,0,0,0,normal
52.146.136.33,172.20.10.4,443,56916,TCP,59,3834,356.494,0.166,10.755,0,59,0,0,normal
172.20.10.4,172.20.10.1,55608,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,63154,53,UDP,1,110,0.000,1.000,110.000,0,0,0,0,normal
216.239.32.223,172.20.10.4,443,59615,UDP,21,14690,0.129,163.051,114058.108,0,0,0,0,normal
172.20.10.4,13.107.246.44,62690,443,TCP,2,108,0.265,7.557,408.054,0,2,1,0,normal
172.20.10.1,172.20.10.4,53,51297,UDP,1,142,0.000,1.000,142.000,0,0,0,0,normal
172.20.10.4,172.217.76.132,63692,443,TCP,19,4332,0.280,67.770,15451.645,1,18,0,0,normal
77.214.51.18,172.20.10.4,443,62688,TCP,2,132,0.000,588235.294,38823529.412,0,2,1,0,normal
172.20.10.1,172.20.10.4,53,54433,UDP,1,132,0.000,1.000,132.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,0,0,IP,3,250,30.451,0.099,8.210,0,0,0,0,normal
172.20.10.4,142.250.140.103,52864,443,UDP,33,8245,14.444,2.285,570.843,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,ff02::1,0,0,IP,1,134,0.000,1.000,134.000,0,0,0,0,normal
142.250.140.138,172.20.10.4,443,58557,UDP,11,4966,1.944,5.658,2554.372,0,0,0,0,normal
185.199.110.154,172.20.10.4,443,52227,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.1,172.20.10.4,53,59097,UDP,1,137,0.000,1.000,137.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,57154,53,UDP,1,80,0.000,1.000,80.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52577,UDP,1,366,0.000,1.000,366.000,0,0,0,0,normal
172.20.10.4,142.251.29.95,59302,443,UDP,7,4322,0.103,68.217,42119.091,0,0,0,0,normal
172.20.10.4,142.250.151.94,58558,443,UDP,9,5336,0.000,121457.490,72010796.221,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,59465,UDP,1,170,0.000,1.000,170.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,64854,UDP,1,130,0.000,1.000,130.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,60014,53,UDP,1,86,0.000,1.000,86.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52095,53,UDP,1,71,0.000,1.000,71.000,0,0,0,0,normal
172.20.10.4,142.250.117.136,58285,443,UDP,11,5412,0.329,33.395,16430.341,0,0,0,0,normal
142.250.117.136,172.20.10.4,443,63465,UDP,13,10808,0.129,100.930,83911.284,0,0,0,0,normal
172.20.10.4,142.251.29.119,54330,443,UDP,35,7403,13.845,2.528,534.702,0,0,0,0,normal
142.250.117.91,172.20.10.4,443,62967,UDP,3726,4536046,27.032,137.839,167805.274,0,0,0,0,normal
172.20.10.4,142.250.117.94,63999,443,UDP,27,7726,8.944,3.019,863.824,0,0,0,0,normal
142.250.117.136,172.20.10.4,443,58285,UDP,14,7371,0.227,61.725,32498.338,0,0,0,0,normal
172.20.10.4,68.219.99.63,61653,443,TCP,61,52262,31.668,1.926,1650.305,1,60,0,0,normal
172.20.10.4,172.20.10.1,54190,53,UDP,1,74,0.000,1.000,74.000,0,0,0,0,normal
172.20.10.4,13.69.116.109,55196,443,TCP,20,15411,1.016,19.681,15165.562,1,19,0,0,normal
172.20.10.4,172.20.10.1,61066,53,UDP,1,86,0.000,1.000,86.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,61578,UDP,1,171,0.000,1.000,171.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,51297,53,UDP,1,82,0.000,1.000,82.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,55774,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,55774,UDP,1,139,0.000,1.000,139.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57209,UDP,1,201,0.000,1.000,201.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,62759,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52782,UDP,1,211,0.000,1.000,211.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,59406,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
142.251.30.95,172.20.10.4,443,59048,UDP,76,13070,359.873,0.211,36.318,0,0,0,0,normal
172.20.10.4,172.20.10.1,53583,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.4,77.214.52.143,49340,443,UDP,20,10597,1.711,11.686,6191.971,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,62716,UDP,1,99,0.000,1.000,99.000,0,0,0,0,normal
104.208.16.92,172.20.10.4,443,61004,TCP,39,9628,60.439,0.645,159.302,1,39,0,0,normal
172.20.10.4,172.20.10.1,62373,53,UDP,1,95,0.000,1.000,95.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,59465,53,UDP,1,74,0.000,1.000,74.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52782,53,UDP,1,83,0.000,1.000,83.000,0,0,0,0,normal
15.197.213.252,172.20.10.4,443,63526,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,172.20.10.1,56188,53,UDP,1,72,0.000,1.000,72.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,62759,UDP,1,125,0.000,1.000,125.000,0,0,0,0,normal
172.20.10.4,142.251.30.156,56337,443,UDP,10,5800,0.059,169.057,98053.304,0,0,0,0,normal
172.20.10.4,199.232.41.55,55195,443,TCP,10,3457,0.000,208768.267,72171189.979,1,9,0,0,normal
172.20.10.4,130.211.30.54,55642,443,TCP,12,3307,1.000,11.995,3305.661,1,11,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,0,0,IP,3,258,30.451,0.099,8.473,0,0,0,0,normal
52.146.136.33,172.20.10.4,443,61682,TCP,59,3807,361.891,0.163,10.520,0,59,0,0,normal
172.20.10.4,98.84.223.204,54518,443,TCP,17,10960,0.440,38.654,24920.384,1,16,0,0,normal
172.20.10.1,172.20.10.4,53,64489,UDP,1,164,0.000,1.000,164.000,0,0,0,0,normal
172.20.10.4,142.251.29.101,65140,443,UDP,16,11839,20.257,0.790,584.429,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,56911,UDP,1,99,0.000,1.000,99.000,0,0,0,0,normal
142.250.140.103,172.20.10.4,443,52864,UDP,53,56007,14.422,3.675,3883.555,0,0,0,0,normal
172.20.10.4,172.20.10.1,57120,53,UDP,1,87,0.000,1.000,87.000,0,0,0,0,normal
98.84.223.204,172.20.10.4,443,54518,TCP,14,5029,0.411,34.030,12224.018,1,14,0,0,normal
172.20.10.4,13.227.180.4,64151,443,TCP,20,2995,342.906,0.058,8.734,0,20,0,0,normal
172.20.10.4,172.20.10.1,56374,53,UDP,1,87,0.000,1.000,87.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,53583,UDP,1,147,0.000,1.000,147.000,0,0,0,0,normal
142.250.151.95,172.20.10.4,443,56600,UDP,15,6095,1.007,14.900,6054.482,0,0,0,0,normal
142.250.140.94,172.20.10.4,443,57506,UDP,194,191968,21.600,8.982,8887.595,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,55514,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,54601,UDP,1,135,0.000,1.000,135.000,0,0,0,0,normal
142.251.30.148,172.20.10.4,443,54666,TCP,14,7955,0.243,57.619,32740.129,1,14,0,0,normal
